"x" "y" "Species.richness" "Species.richness" "Phylogenetic.diversity" "Functional.diversity" "Functional.Phylognetic.diversity" "Phylogenetic.diversity_es" "Functional.diversity_es" "Functional.Phylogenetic.diversity_es" "Phylogenetic.diversity_rand" "Functional.diversity_rand" "Functional.Phylogenetic.diversity_rand" "Regions" "AvianPredators" "MammalianPredators" "TotalPredators" "HerbivorePredators" "NDVI" "WinterMinTemp" "TempRange" "DistanceToCoast" "HabitatType" "HabitatHet" "IceFreeHistory" "CurrentIce" "TopographicHet" "ArcticZone" "HerbivorePredators_R"
"11" 950000 2550000 0.0869565217391304 0.0869565217391304 0.235871362149605 0.691294491983761 2.93081146300964 -1.20706360288977 0.189941587179666 3.58995856702278 0.125874125874126 0.366633366633367 1 6 9 1 10 8 0.399576800000001 -57.5824389812867 171.120686348977 28.6580848012413 110 9 13 0 205.251798845299 3 -9.02221420662555
"12" 1050000 2550000 0.0869565217391304 0.0869565217391304 0.235871362149605 0.691294491983761 2.93081146300964 -1.20706360288977 0.189941587179666 3.58995856702278 0.125874125874126 0.366633366633367 1 NA 3 0 3 1 0.266572800000001 -42.8381288504947 163.64705897595 20.1888159298255 210 9 13 0 195.660239039375 NA -12.2265968026631
"13" 1050000 2450000 0.0869565217391304 0.0869565217391304 0.235871362149605 0.691294491983761 2.93081146300964 -1.20706360288977 0.189941587179666 3.58995856702278 0.125874125874126 0.366633366633367 1 6 7 1 8 7 0.195632 -57.7618379210181 166.339531270489 15.4885901287208 210 9 13 0 193.005541401006 3 -4.20211531991798
"14" -1950000 2350000 0.159420289855072 0.159420289855072 0.429908187591608 0.770438891847241 1.79210099757188 0.4851193336027 -0.569435586015327 1.37620278334582 0.691308691308691 0.175824175824176 0.99000999000999 6 15 7 22 22 0.649319200000004 -166.654819690287 383.94828292168 199.584468930312 100 8 14 0 37.0726949687964 NA -2.14926752793451
"15" -1850000 2350000 0.159420289855072 0.159420289855072 0.429908187591608 0.770438891847241 1.79210099757188 0.4851193336027 -0.569435586015327 1.37620278334582 0.691308691308691 0.175824175824176 0.99000999000999 6 15 7 22 22 0.563858400000012 -167.686456487863 379.284222398775 112.981443577076 90 8 14 0 47.8338614197102 3 0.289580174664848
"16" -1750000 2350000 0.159420289855072 0.159420289855072 0.429908187591608 0.770438891847241 1.79210099757188 0.4851193336027 -0.569435586015327 1.37620278334582 0.691308691308691 0.175824175824176 0.99000999000999 6 16 7 23 22 0.543696000000002 -163.128104903926 364.165329272825 56.0404814906248 180 8 14 0 67.6340681396843 3 0.864967052846647
"17" -1650000 2350000 0.173913043478261 0.173913043478261 0.441449777876255 0.842257840372234 1.90793581191546 0.350058390210418 0.334553590907981 2.72480932445833 0.642357642357642 0.628371628371628 1 6 16 7 23 22 0.457460800000003 -158.318561554586 348.170433456141 47.1551144286793 90 9 12 0 41.4263997884361 3 3.32591428717182
"18" -1550000 2350000 0.173913043478261 0.173913043478261 0.441449777876255 0.842257840372234 1.90793581191546 0.350058390210418 0.334553590907981 2.72480932445833 0.642357642357642 0.628371628371628 1 6 16 7 23 22 0.540965600000007 -164.814831196489 351.778364257845 73.8332196819362 90 8 12 0 32.790966297081 3 0.942886166254964
"19" -1950000 2250000 0.173913043478261 0.173913043478261 0.441449777876255 0.842257840372234 1.90793581191546 0.350058390210418 0.334553590907981 2.72480932445833 0.642357642357642 0.628371628371628 1 3 15 7 22 22 0.638527199999993 -172.545269671839 387.3560932898 168.358575041251 90 9 14 0 40.1088116101816 3 -1.84128954965111
"20" -1850000 2250000 0.159420289855072 0.159420289855072 0.429908187591608 0.770438891847241 1.79210099757188 0.4851193336027 -0.569435586015327 1.37620278334582 0.691308691308691 0.175824175824176 0.99000999000999 6 15 7 22 22 0.629230399999993 -169.416223385343 380.874923558066 81.4003206012392 100 8 14 0 48.2014366388937 3 -1.57598101847041
"21" -1450000 2250000 0.159420289855072 0.159420289855072 0.393109820644979 0.835761666460068 2.12602591583396 -0.358428174738602 0.414470190267966 4.12520548176416 0.366633366633367 0.68031968031968 1 6 17 7 24 22 0.445367200000008 -171.440297331344 357.308891127331 60.3360084568947 90 8 10 0 27.7587732153803 3 3.67103682962573
"22" -1350000 2250000 0.173913043478261 0.173913043478261 0.411784282746504 0.874157843973557 2.12285383537014 -0.333960191330375 0.90499113836992 4.52158386978015 0.387612387612388 0.896103896103896 1 6 17 7 24 22 0.472212800000005 -174.861698550662 360.770322481379 94.7275803573021 90 9 10 0 79.0542023703185 NA 2.90492733983744
"23" -750000 2250000 0.202898550724638 0.202898550724638 0.414729618791659 0.880773933236974 2.12373048205036 -0.935696907978504 0.699387571623181 6.21767222907839 0.182817182817183 0.824175824175824 1 6 10 5 15 15 0.4613728 -127.684267811628 262.882336437075 43.2314597550143 150 13 12 0 346.32214839044 3 -3.78572487619388
"24" 3350000 2250000 0.188405797101449 0.188405797101449 0.564457303947423 0.866199138068648 1.53456981070322 2.52255557241449 0.538827721499026 -0.43692055817608 0.993006993006993 0.721278721278721 0.254745254745255 12 12 10 22 19 0.272713600000001 -158.920400531584 304.565653411052 24.2615039072183 210 11 13 0 92.4437989600972 3 5.59815938997586
"25" -2050000 2150000 0.173913043478261 0.173913043478261 0.441449777876255 0.842257840372234 1.90793581191546 0.350058390210418 0.334553590907981 2.72480932445833 0.642357642357642 0.628371628371628 1 3 15 7 22 22 0.578340800000014 -185.810953209996 397.156325574527 232.962270749162 90 8 16 0 55.4202934733999 3 -0.123713030736149
"26" -1950000 2150000 0.217391304347826 0.217391304347826 0.475765411047872 0.850747858990399 1.78816668726848 0.0482424610919814 -0.0985536011603191 4.07233676441663 0.526473526473527 0.420579420579421 1 3 16 8 24 23 0.58926560000001 -176.874479842309 386.700861158839 134.784967738345 90 8 16 0 35.3321161364999 3 0.564519195251099
"27" -1850000 2150000 0.202898550724638 0.202898550724638 0.464223820763225 0.778928910465407 1.6779167195358 0.128841762094301 -1.34397975864083 2.19498285586177 0.559440559440559 0.0679320679320679 1 3 17 8 25 24 0.565541599999993 -174.027772099175 381.167351074623 46.2209340765626 90 9 14 0 28.0324983799277 3 2.24154565529493
"28" -1350000 2150000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 10 1 11 7 0.453880800000002 -177.228820792613 355.688574910054 32.0567537109186 90 11 12 0 117.916153309248 NA -11.5719210387869
"29" -1250000 2150000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 17 7 24 22 0.544664000000004 -168.183535062331 336.334398338538 103.493590447661 90 10 12 0 83.2843702710815 NA 0.83734263818963
"30" -1150000 2150000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 15 7 22 21 0.506363999999996 -183.078075871366 354.25140589563 181.925286568851 90 9 10 0 67.1795334395208 NA 0.930333424720824
"31" -1050000 2150000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 12 6 18 18 0.545298400000003 -212.693652340064 388.928864792245 191.199682076895 90 10 10 0 53.790127200563 NA -3.1807616269533
"32" -950000 2150000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 12 7 19 19 0.523420000000002 -218.869823665749 385.312310249893 126.686273824522 150 11 10 0 57.71107429839 3 -1.55640419551622
"33" -850000 2150000 0.217391304347826 0.217391304347826 0.41505885711446 0.881074890002626 2.12277096344352 -1.24945172655722 0.552787921560891 7.15020080208991 0.105894105894106 0.738261738261738 1 6 11 7 18 18 0.449963199999997 -195.195866879308 337.275955745078 52.2771144246316 150 10 12 0 201.199489608205 3 -0.460122064757665
"34" -750000 2150000 0.202898550724638 0.202898550724638 0.414729618791659 0.880773933236974 2.12373048205036 -0.935696907978504 0.699387571623181 6.21767222907839 0.182817182817183 0.824175824175824 1 6 12 5 17 15 0.4100712 -108.446228413881 247.297300529837 17.6671494985909 150 16 12 0 313.886900438474 3 -2.32169938965872
"35" 1550000 2150000 0.0144927536231884 0.0144927536231884 0.0882495802997697 0.261365583686594 2.96166375861252 NA NA NA NA NA NA 12 5 4 9 8 0.00397919999999999 -148.098121702775 217.304552297568 18.8715003939135 210 7 11 0 453.857153704695 2 2.26719916083556
"36" 2350000 2150000 0.0434782608695652 0.0434782608695652 0.226116613451296 0.366825843206679 1.62228611868757 0.484955631958299 -0.409063908372581 -0.802516215124542 0.522477522477522 0.434565434565435 0.253746253746254 3 6 4 10 8 0.0786312000000005 -106.093504130117 207.379993040391 26.4695508323609 220 8 11 0 484.650412322567 NA 0.136808868508932
"37" 3350000 2150000 0.188405797101449 0.188405797101449 0.564457303947423 0.866199138068648 1.53456981070322 2.52255557241449 0.538827721499026 -0.43692055817608 0.993006993006993 0.721278721278721 0.254745254745255 12 12 10 22 19 0.350483999999998 -181.7410387985 340.35671264912 23.5199708125151 90 11 12 0 112.773165823072 3 3.37877738828332
"38" 3450000 2150000 0.202898550724638 0.202898550724638 0.569798337884464 0.867618260624805 1.52267601173791 2.32222907515993 0.420730346156949 -0.806083748258501 0.987012987012987 0.638361638361638 0.161838161838162 12 11 10 21 19 0.458026400000004 -197.852227997873 357.738440461136 82.0681433549837 90 11 13 0 67.2468241036321 3 0.309773410178007
"39" -2150000 2050000 0.173913043478261 0.173913043478261 0.441449777876255 0.842257840372234 1.90793581191546 0.350058390210418 0.334553590907981 2.72480932445833 0.642357642357642 0.628371628371628 1 3 15 7 22 22 0.599796000000002 -205.467802820274 422.295097657028 334.760307006281 90 8 16 0 29.621895779999 3 -0.735993342045959
"40" -2050000 2050000 0.188405797101449 0.188405797101449 0.442554791316503 0.845923202505433 1.91145417268899 -0.000941791340478157 0.212550224868733 3.67869430937149 0.501498501498502 0.558441558441558 1 3 16 8 24 23 0.587897600000007 -194.078233954966 403.882015330224 240.921945805348 90 8 16 0 47.6246067460856 3 0.60355865728705
"41" -1950000 2050000 0.202898550724638 0.202898550724638 0.463062272169072 0.850147772962079 1.83592536912978 0.105766635688141 0.0914028724636377 3.78356201567755 0.553446553446553 0.497502497502497 1 3 15 8 23 22 0.588484000000005 -180.281054129906 383.277083033338 154.688085706936 90 8 16 0 26.5727361909096 3 -0.413175802170369
"42" -1850000 2050000 0.202898550724638 0.202898550724638 0.463062272169072 0.850147772962079 1.83592536912978 0.105766635688141 0.0914028724636377 3.78356201567755 0.553446553446553 0.497502497502497 1 3 17 8 25 24 0.586535200000004 -175.023404348211 369.29375752576 86.6709544680106 90 8 14 0 31.8745870526606 3 1.64243830865972
"43" -1750000 2050000 0.202898550724638 0.202898550724638 0.463062272169072 0.850147772962079 1.83592536912978 0.105766635688141 0.0914028724636377 3.78356201567755 0.553446553446553 0.497502497502497 1 3 17 7 24 23 0.367608800000002 -168.310934208243 358.469921718367 29.567696701656 210 9 14 0 39.7942217846291 3 6.89007637989718
"44" -1650000 2050000 0.188405797101449 0.188405797101449 0.403516632840209 0.806298431270471 1.9981789241133 -0.892289911875367 -0.56973477925325 4.12797940263094 0.183816183816184 0.214785214785215 1 6 19 7 26 24 0.383953599999999 -159.49281439313 337.578917248884 32.0316544069278 210 8 14 0 64.5901402144059 3 7.42363471390008
"45" -1550000 2050000 0.188405797101449 0.188405797101449 0.403516632840209 0.806298431270471 1.9981789241133 -0.892289911875367 -0.56973477925325 4.12797940263094 0.183816183816184 0.214785214785215 1 6 17 7 24 22 0.552056000000011 -155.316988449855 325.072434817611 58.4395895392977 90 9 12 0 40.599291975844 3 0.626392562627114
"46" -1450000 2050000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 16 7 23 22 0.521646400000007 -156.806463136385 321.921850318072 80.8354010577082 90 9 13 0 87.8222694126746 3 1.49421012456172
"47" -1350000 2050000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 15 8 23 22 0.471625600000001 -168.914060277923 333.886637475635 91.3144687221832 90 11 12 0 184.336355708136 3 2.92168462938979
"48" -1250000 2050000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 16 8 24 21 0.531224000000002 -151.614908036332 310.631171430953 105.427478830811 90 9 12 0 118.107856975208 3 0.220888230121178
"49" -1150000 2050000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 16 8 24 21 0.504814400000001 -146.905898189582 302.733166328891 106.530718266269 90 10 10 0 62.2921041150778 3 0.974555318266596
"50" -1050000 2050000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 12 7 19 17 0.461398400000001 -184.092099782345 346.864917526212 104.280620487755 150 10 12 0 89.1770636815984 3 -1.78645543922615
"51" -950000 2050000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 11 7 18 18 0.523523199999997 -217.335666027167 376.312496266118 65.7621730151639 150 12 12 0 127.935639716721 3 -2.55934927773985
"52" -850000 2050000 0.202898550724638 0.202898550724638 0.383690975083638 0.866008572430883 2.25704702134865 -1.59103202285381 0.414351473857207 8.23126209563616 0.0559440559440559 0.627372627372627 1 6 11 5 16 14 0.3522784 -188.040761845538 333.007466776618 19.1164729636647 150 12 12 0 236.121377623163 3 -1.67243051425853
"53" 850000 2050000 0.0869565217391304 0.0869565217391304 0.326268516124505 0.793786977275316 2.43292545264283 0.416315715430224 0.937240336846165 1.91471132724692 0.653346653346653 0.958041958041958 1 3 4 3 7 5 0.00796639999999998 -209.806918612484 262.627495975268 16.2176966775946 210 4 11 0 395.36528699461 1 -0.846586031437449
"54" 1550000 2050000 0.0144927536231884 0.0144927536231884 0.0882495802997697 0.261365583686594 2.96166375861252 NA NA NA NA NA NA 3 5 4 9 8 -0.00647439999999985 -219.338882701904 238.024198835556 62.1640169923266 220 5 11 0 631.012354642404 2 2.56552000903608
"55" 1650000 2050000 0.0144927536231884 0.0144927536231884 0.0882495802997697 0.261365583686594 2.96166375861252 NA NA NA NA NA NA NA 4 4 8 7 -0.0110296000000003 -179.407007614097 241.326532491558 46.7776390948397 220 8 11 0 483.152871372836 NA 1.69551456858716
"56" 2350000 2050000 0.0579710144927536 0.0579710144927536 0.255653145841426 0.628191426963032 2.45720202227701 0.282739088201747 0.533458157870921 1.20274906167241 0.484515484515485 0.58041958041958 0.92007992007992 3 3 1 4 1 0.107091200000002 -111.725599025395 203.622652842369 21.9733097838504 150 7 11 0 430.28789613647 NA -7.6753717525008
"57" 3350000 2050000 0.202898550724638 0.202898550724638 0.582741851156685 0.870163920233493 1.49322366071066 2.55774651108116 0.458682531079473 -0.635770830214121 0.996003996003996 0.676323676323676 0.206793206793207 12 10 10 20 18 0.359708 -194.981369735312 361.569132297724 20.220583433825 150 12 12 0 122.643515890808 3 2.11554639572551
"58" 3450000 2050000 0.217391304347826 0.217391304347826 0.585275278364531 0.871061947255159 1.48829444785233 2.3319576074941 0.311840536555998 -1.31296955949213 0.99000999000999 0.577422577422577 0.0789210789210789 12 11 10 21 19 0.365849599999999 -214.558967723 390.681345830465 34.5653597750189 90 11 12 0 195.641992267491 3 2.94027975826972
"59" -2250000 1950000 0.173913043478261 0.173913043478261 0.441449777876255 0.842257840372234 1.90793581191546 0.350058390210418 0.334553590907981 2.72480932445833 0.642357642357642 0.628371628371628 1 3 15 7 22 22 0.64375679999999 -215.015660306946 435.148276968424 412.005029483738 90 7 16 0 26.6072018161301 3 -1.99052987908294
"60" -2150000 1950000 0.188405797101449 0.188405797101449 0.442554791316503 0.845923202505433 1.91145417268899 -0.000941791340478157 0.212550224868733 3.67869430937149 0.501498501498502 0.558441558441558 1 3 16 8 24 23 0.615940799999993 -217.099254290073 434.929318318777 312.878015547872 90 7 16 0 35.1102520065505 3 -0.196727484353395
"61" -2050000 1950000 0.188405797101449 0.188405797101449 0.442554791316503 0.845923202505433 1.91145417268899 -0.000941791340478157 0.212550224868733 3.67869430937149 0.501498501498502 0.558441558441558 1 3 15 8 23 22 0.608338399999992 -207.387553739048 418.081172374623 214.970400385067 90 8 16 0 55.0956242287526 3 -0.979773093869744
"62" -1950000 1950000 0.202898550724638 0.202898550724638 0.463062272169072 0.850147772962079 1.83592536912978 0.105766635688141 0.0914028724636377 3.78356201567755 0.553446553446553 0.497502497502497 1 3 17 8 25 24 0.597902399999999 -186.698825910845 386.553429247636 120.902784998187 90 9 16 0 24.7104149538375 3 1.31804549224591
"63" -1850000 1950000 0.217391304347826 0.217391304347826 0.46965544012485 0.851373326143201 1.81276155540086 -0.0776297468806633 -0.0751499718217961 3.66732787905623 0.476523476523477 0.414585414585415 1 3 16 7 23 22 0.572628799999999 -169.900982367531 358.072712312659 54.2908139201572 90 10 16 0 38.9878787002438 3 0.0392938458351676
"64" -1750000 1950000 0.159420289855072 0.159420289855072 0.36730414202942 0.759602936360873 2.0680489257865 -0.969603837294275 -0.700245478113167 2.34969140929421 0.162837162837163 0.125874125874126 1 NA 4 0 4 0 0.2227168 -159.334541362218 341.497356682731 27.0661562031163 210 9 14 0 16.2710060643249 NA -11.975051008039
"65" -1650000 1950000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 3 14 7 21 20 0.529378399999995 -159.442688177423 326.585991896995 41.2242741225528 150 9 14 0 56.3967106818588 3 -0.726442741272313
"66" -1550000 1950000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 13 7 20 19 0.508822400000004 -156.770071526701 315.898248213943 79.0874047083541 150 8 14 0 41.6920470303361 3 -1.13982345647022
"67" -1450000 1950000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 13 7 20 18 0.470518399999996 -153.965625304616 308.043238952371 79.4080523568717 150 10 13 0 35.6660000543537 3 -1.04671851946524
"68" -1350000 1950000 0.188405797101449 0.188405797101449 0.383690341094035 0.86305106222372 2.24934268546574 -1.28497040832009 0.552820301206274 7.2427369954921 0.0989010989010989 0.699300699300699 1 6 13 7 20 18 0.508532799999996 -151.727205079694 307.805390822174 63.4895589542174 150 8 12 0 58.1300144412439 3 -2.13155896216765
"69" -1250000 1950000 0.188405797101449 0.188405797101449 0.383690341094035 0.86305106222372 2.24934268546574 -1.28497040832009 0.552820301206274 7.2427369954921 0.0989010989010989 0.699300699300699 1 6 13 7 20 17 0.472144800000003 -136.831446863943 291.216441778659 32.4732500714316 150 10 14 0 71.1161666150611 3 -2.09313210210809
"70" -1150000 1950000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 11 7 18 16 0.365400000000001 -114.476194949874 250.731955078865 33.0048972650541 150 11 14 0 84.2582709621523 3 -0.0468897284764345
"71" -1050000 1950000 0.202898550724638 0.202898550724638 0.415058223124856 0.878117379795464 2.11564867498436 -0.955597860106597 0.678730166902247 6.1266043269012 0.182817182817183 0.781218781218781 1 6 14 7 21 19 0.471846400000002 -133.004776145514 271.333491818951 31.8568341552839 150 10 12 0 103.484521998448 3 -0.0846164767633881
"72" -950000 1950000 0.202898550724638 0.202898550724638 0.383690975083638 0.866008572430883 2.25704702134865 -1.59103202285381 0.414351473857207 8.23126209563616 0.0559440559440559 0.627372627372627 1 6 12 5 17 15 0.3222472 -177.220174944997 324.279867440226 17.3902740830805 150 13 12 0 164.148921229232 3 0.184588412855514
"73" 850000 1950000 0.0869565217391304 0.0869565217391304 0.326268516124505 0.793786977275316 2.43292545264283 0.416315715430224 0.937240336846165 1.91471132724692 0.653346653346653 0.958041958041958 1 3 3 3 6 4 0.168489600000001 -216.790016232915 273.523372295197 20.5343976156157 150 6 11 0 148.644365157801 1 -6.42753586497446
"74" 3350000 1950000 0.202898550724638 0.202898550724638 0.584382019849395 0.867618260625608 1.48467651494344 2.63421172070072 0.410739766733287 -1.90248645455089 0.995004995004995 0.629370629370629 0.033966033966034 12 9 10 19 16 0.3701256 -211.175838237829 374.872322216129 36.7352110144039 150 13 12 0 107.376841088796 3 -0.181747098210916
"75" 3450000 1950000 0.217391304347826 0.217391304347826 0.585275278364531 0.871061947255159 1.48829444785233 2.3319576074941 0.311840536555998 -1.31296955949213 0.99000999000999 0.577422577422577 0.0789210789210789 12 11 10 21 19 0.400526399999999 -226.765790224592 414.338927497051 53.9269635104832 90 12 9 0 96.1897403114581 3 1.95068647089696
"76" -2350000 1850000 0.188405797101449 0.188405797101449 0.441450411865858 0.845215350579396 1.91463260167085 -0.00969508535403793 0.195835773524471 3.29412711896709 0.507492507492508 0.559440559440559 1 3 15 7 22 22 0.648539199999994 -215.531250178087 436.251714945154 490.781180307749 90 8 16 0 19.0349792900206 3 -2.12700818554535
"77" -2250000 1850000 0.173913043478261 0.173913043478261 0.441449777876255 0.842257840372234 1.90793581191546 0.350058390210418 0.334553590907981 2.72480932445833 0.642357642357642 0.628371628371628 1 3 14 7 21 21 0.609272799999997 -220.079761584022 435.85871693038 392.776386682003 90 8 16 0 32.0648928757366 3 -2.00643864454703
"78" -2150000 1850000 0.188405797101449 0.188405797101449 0.442554791316503 0.845923202505433 1.91145417268899 -0.000941791340478157 0.212550224868733 3.67869430937149 0.501498501498502 0.558441558441558 1 3 15 8 23 22 0.61715199999999 -223.629304446795 435.29169879726 295.247950235319 90 8 16 0 60.7884256787866 3 -1.23129224781665
"79" -2050000 1850000 0.188405797101449 0.188405797101449 0.442554791316503 0.845923202505433 1.91145417268899 -0.000941791340478157 0.212550224868733 3.67869430937149 0.501498501498502 0.558441558441558 1 3 17 8 25 24 0.624145599999989 -219.951728754432 428.835023510288 198.324176293993 90 8 15 0 42.3065960847751 3 0.569127063810456
"80" -1950000 1850000 0.217391304347826 0.217391304347826 0.46965544012485 0.851373326143201 1.81276155540086 -0.0776297468806633 -0.0751499718217961 3.66732787905623 0.476523476523477 0.414585414585415 1 3 17 8 25 24 0.620879999999987 -198.773581881097 397.126668811752 104.213336179856 180 8 15 0 22.1728180981083 3 0.662319510611937
"81" -1850000 1850000 0.231884057971014 0.231884057971014 0.470190783969171 0.852566403874795 1.81323503765377 -0.354684111986678 -0.233664197686632 4.07288216512283 0.37962037962038 0.345654345654346 1 3 14 6 20 19 0.527120800000002 -175.659968599445 359.242527989404 34.6558491786073 180 8 15 0 19.3193851450677 3 -1.66201621386593
"82" 850000 1850000 0.0869565217391304 0.0869565217391304 0.326268516124505 0.793786977275316 2.43292545264283 0.416315715430224 0.937240336846165 1.91471132724692 0.653346653346653 0.958041958041958 1 3 1 3 4 3 0.134798399999994 -255.7864079697 286.181368321518 28.0612762445649 220 6 11 0 635.150725544888 1 -6.46606925434314
