"","x","y","Regions","Species.richness","Phylogenetic.diversity","Functional.diversity","Functional.Phylognetic.diversity"
"800",-2150000,750000,3,0.246376811594203,0.397760035059344,0.841603764483832,2.11585803073018
"801",-2050000,750000,3,0.231884057971014,0.385591999322458,0.831190845965442,2.15562264628407
"802",-1950000,750000,3,0.217391304347826,0.377445590007575,0.827226063800697,2.19164320818822
"803",-1350000,750000,NA,0.0579710144927536,0.260363308169359,0.679496328320584,2.60980064010629
"804",350000,750000,3,0.0579710144927536,0.295705189749049,0.736248959262486,2.48980736485317
"805",450000,750000,3,NA,NA,NA,NA
"806",750000,750000,3,NA,NA,NA,NA
"807",2050000,750000,3,NA,NA,NA,NA
"808",2150000,750000,3,NA,NA,NA,NA
"809",2250000,750000,3,NA,NA,NA,NA
"810",2350000,750000,3,0.115942028985507,0.351997744836276,0.809773699187153,2.30050820230056
"811",2550000,750000,3,0.159420289855072,0.358888876850849,0.836825389812277,2.33171169069153
"812",2650000,750000,3,0.159420289855072,0.358888876850849,0.836825389812277,2.33171169069153
"813",3050000,750000,3,0.101449275362319,0.348766902849021,0.787914098032908,2.25914240025806
"814",3150000,750000,3,0.144927536231884,0.398107263705892,0.79941541961504,2.00804027581276
"815",3250000,750000,3,0.144927536231884,0.398107263705892,0.79941541961504,2.00804027581276
"816",3350000,750000,3,0.188405797101449,0.427354147040654,0.812684549830722,1.90166529436629
"817",3850000,750000,12,0.202898550724638,0.593888395296337,0.860649028738075,1.4491763697599
"818",4250000,750000,12,NA,NA,NA,NA
"819",4350000,750000,12,NA,NA,NA,NA
"820",4450000,750000,12,NA,NA,NA,NA
"821",4550000,750000,12,NA,NA,NA,NA
"822",4650000,750000,12,NA,NA,NA,NA
"823",-3350000,650000,3,NA,NA,NA,NA
"824",-3250000,650000,3,NA,NA,NA,NA
"825",-3150000,650000,3,NA,NA,NA,NA
"826",-3050000,650000,3,NA,NA,NA,NA
"827",-2950000,650000,3,NA,NA,NA,NA
"828",-2850000,650000,3,0.202898550724638,0.441985755710179,0.846408428310991,1.91501291020338
"829",-2750000,650000,3,0.246376811594203,0.456574127091138,0.852384193183224,1.86691304348281
"830",-2650000,650000,3,0.260869565217391,0.464280824065971,0.856049555316625,1.84381846275647
"831",-2550000,650000,3,0.246376811594203,0.389215396696724,0.834187499847004,2.1432541130869
"832",-2450000,650000,3,0.231884057971014,0.389215079701923,0.831229989639842,2.13565720597576
"833",-2050000,650000,3,0.217391304347826,0.377445590007575,0.827226063800697,2.19164320818822
"834",-1950000,650000,3,0.217391304347826,0.377445590007575,0.827226063800697,2.19164320818822
"835",-1850000,650000,3,0.202898550724638,0.364742451128776,0.823001493343529,2.2563907513276
"836",350000,650000,3,NA,NA,NA,NA
"837",550000,650000,3,NA,NA,NA,NA
"838",650000,650000,3,NA,NA,NA,NA
"839",750000,650000,3,NA,NA,NA,NA
"840",850000,650000,3,NA,NA,NA,NA
"841",1250000,650000,3,NA,NA,NA,NA
"842",1350000,650000,3,NA,NA,NA,NA
"843",1950000,650000,NA,0.072463768115942,0.317789960465309,0.546920864010878,1.72101366327015
"844",2050000,650000,3,NA,NA,NA,NA
"845",2150000,650000,3,NA,NA,NA,NA
"846",2250000,650000,3,0.101449275362319,0.348675708600815,0.808580621455559,2.31900474139789
"847",2350000,650000,3,0.101449275362319,0.348675708600815,0.808580621455559,2.31900474139789
"848",2650000,650000,NA,0.130434782608696,0.354974602670229,0.835434838684953,2.35350594775106
"849",2750000,650000,3,0.115942028985507,0.35375275792897,0.81153813166306,2.29408284027007
"850",2850000,650000,3,0.0579710144927536,0.12174005585711,0.54692204815353,4.49253981611008
"851",3050000,650000,3,0.0869565217391304,0.32353093568615,0.772847780461667,2.38879097858942
"852",3650000,650000,NA,0.0434782608695652,0.222314376817076,0.403358600666813,1.8143612952153
"853",4150000,650000,12,0.217391304347826,0.591506514543993,0.872436928394757,1.4749405238036
"854",4250000,650000,12,NA,NA,NA,NA
"855",4350000,650000,12,NA,NA,NA,NA
"856",4450000,650000,12,NA,NA,NA,NA
"857",4550000,650000,12,NA,NA,NA,NA
"858",4650000,650000,12,NA,NA,NA,NA
"859",-3350000,550000,3,NA,NA,NA,NA
"860",-3250000,550000,3,NA,NA,NA,NA
"861",-3150000,550000,3,NA,NA,NA,NA
"862",-3050000,550000,3,NA,NA,NA,NA
"863",-2950000,550000,3,NA,NA,NA,NA
"864",-2850000,550000,3,0.217391304347826,0.45126247476721,0.847633981492112,1.87836132824777
"865",-2750000,550000,3,0.202898550724638,0.440891479626808,0.836671327577554,1.89768087214058
"866",-2650000,550000,3,0.202898550724638,0.392883408068492,0.830700794899848,2.11436975407989
"867",-2550000,550000,3,0.246376811594203,0.420582961732744,0.83545456009699,1.98642036437955
"868",-2450000,550000,3,0.246376811594203,0.420582961732744,0.83545456009699,1.98642036437955
"869",-2350000,550000,3,0.231884057971014,0.389215079701923,0.831229989639842,2.13565720597576
"870",-2150000,550000,3,0.202898550724638,0.37178384700341,0.825715181358806,2.22095496620979
"871",-2050000,550000,3,0.188405797101449,0.363637437688527,0.821750399194061,2.25980692311975
"872",-1950000,550000,3,0.202898550724638,0.364742451128776,0.823001493343529,2.2563907513276
"873",-1350000,550000,3,0.0579710144927536,0.260363308169359,0.679496328320584,2.60980064010629
"874",-850000,550000,NA,0.0144927536231884,0.0912024618804825,0.261365583761597,2.86577333958492
"875",550000,550000,3,NA,NA,NA,NA
"876",650000,550000,3,NA,NA,NA,NA
"877",850000,550000,3,NA,NA,NA,NA
"878",950000,550000,3,NA,NA,NA,NA
"879",1150000,550000,3,NA,NA,NA,NA
"880",1250000,550000,3,NA,NA,NA,NA
"881",1350000,550000,3,NA,NA,NA,NA
"882",2050000,550000,3,NA,NA,NA,NA
"883",2150000,550000,3,0.0869565217391304,0.320894189303378,0.547215037699585,1.70528185283604
"884",3050000,550000,3,0.0434782608695652,0.116670621323514,0.523025341131636,4.48292239467336
"885",4050000,550000,12,0.231884057971014,0.591506831538795,0.878861548578844,1.48580118050793
"886",4150000,550000,12,0.217391304347826,0.591506514543993,0.872436928394757,1.4749405238036
"887",4250000,550000,12,0.202898550724638,0.589124495664402,0.884251562069928,1.50095874229892
"888",4350000,550000,12,NA,NA,NA,NA
"889",4450000,550000,12,NA,NA,NA,NA
"890",4550000,550000,12,NA,NA,NA,NA
"891",4650000,550000,12,NA,NA,NA,NA
"892",-3350000,450000,3,NA,NA,NA,NA
"893",-3250000,450000,3,NA,NA,NA,NA
"894",-3150000,450000,3,NA,NA,NA,NA
"895",-3050000,450000,3,NA,NA,NA,NA
"896",-2950000,450000,3,NA,NA,NA,NA
"897",-2850000,450000,3,0.202898550724638,0.451261840777607,0.844676471284949,1.8718100999398
"898",-2750000,450000,3,0.202898550724638,0.440891479626808,0.836671327577554,1.89768087214058
"899",-2650000,450000,3,0.202898550724638,0.392883408068492,0.830700794899848,2.11436975407989
"900",-2550000,450000,3,0.246376811594203,0.420582961732744,0.83545456009699,1.98642036437955
"901",-2450000,450000,3,0.246376811594203,0.420582961732744,0.83545456009699,1.98642036437955
"902",-2350000,450000,3,0.231884057971014,0.389215079701923,0.831229989639842,2.13565720597576
"903",-2250000,450000,3,0.231884057971014,0.382413534723451,0.82724169130554,2.16321237663247
"904",-2150000,450000,3,0.188405797101449,0.363637437688527,0.821750399194061,2.25980692311975
"905",-2050000,450000,3,0.188405797101449,0.363637437688527,0.821750399194061,2.25980692311975
"906",-1950000,450000,3,0.188405797101449,0.363637437688527,0.821750399194061,2.25980692311975
"907",950000,450000,3,NA,NA,NA,NA
"908",1150000,450000,3,NA,NA,NA,NA
"909",1250000,450000,3,NA,NA,NA,NA
"910",1850000,450000,3,NA,NA,NA,NA
"911",1950000,450000,3,NA,NA,NA,NA
"912",2050000,450000,3,NA,NA,NA,NA
"913",2150000,450000,3,NA,NA,NA,NA
"914",2250000,450000,3,0.0289855072463768,0.0913538091378397,0.261659757375301,2.86424572598274
"915",2850000,450000,3,0.130434782608696,0.326820831744239,0.764808967891194,2.34014754753979
"916",3850000,450000,3,0.231884057971014,0.579351927294189,0.876610939680085,1.51308884700568
"917",3950000,450000,12,0.217391304347826,0.591506514543993,0.872436928394757,1.4749405238036
"918",4050000,450000,12,0.217391304347826,0.591506514543993,0.872436928394757,1.4749405238036
"919",4150000,450000,12,0.188405797101449,0.585423630420071,0.869185244499289,1.48471158206512
"920",4250000,450000,12,0.188405797101449,0.585423630420071,0.869185244499289,1.48471158206512
"921",4350000,450000,12,NA,NA,NA,NA
"922",4450000,450000,12,NA,NA,NA,NA
"923",4550000,450000,12,NA,NA,NA,NA
"924",4650000,450000,12,NA,NA,NA,NA
"925",-3350000,350000,3,NA,NA,NA,NA
"926",-3250000,350000,3,NA,NA,NA,NA
"927",-3150000,350000,3,NA,NA,NA,NA
"928",-3050000,350000,3,NA,NA,NA,NA
"929",-2950000,350000,3,NA,NA,NA,NA
"930",-2850000,350000,3,0.188405797101449,0.435911395981038,0.832446757120901,1.90966963652658
"931",-2750000,350000,3,0.188405797101449,0.392551522395533,0.830175153665388,2.11481832651997
"932",-2650000,350000,3,0.188405797101449,0.392551522395533,0.830175153665388,2.11481832651997
"933",-2550000,350000,3,0.231884057971014,0.402759031981428,0.834660330721955,2.07235658159105
"934",-2450000,350000,3,0.231884057971014,0.412559572013014,0.825041641578601,1.99981214240879
"935",-2350000,350000,3,0.231884057971014,0.412559572013014,0.825041641578601,1.99981214240879
"936",-2250000,350000,3,0.246376811594203,0.415653158712319,0.840653627100057,2.02248824405515
"937",-2150000,350000,3,0.231884057971014,0.415319764771118,0.840352670334344,2.02338713833535
"938",-2050000,350000,3,0.188405797101449,0.363637437688527,0.821750399194061,2.25980692311975
"939",-1950000,350000,3,0.188405797101449,0.363637437688527,0.821750399194061,2.25980692311975
"940",-1850000,350000,NA,0.173913043478261,0.35183388330814,0.82095616981902,2.33336301239644
"941",750000,350000,3,0.0579710144927536,0.253545130900388,0.628191426968277,2.47763159457035
"942",850000,350000,3,NA,NA,NA,NA
"943",950000,350000,3,NA,NA,NA,NA
"944",1050000,350000,NA,0.0579710144927536,0.253545130900388,0.628191426968277,2.47763159457035
"945",1850000,350000,3,NA,NA,NA,NA
"946",1950000,350000,3,NA,NA,NA,NA
"947",2050000,350000,3,0.101449275362319,0.348675708600815,0.808580621455559,2.31900474139789
"948",2150000,350000,3,0.101449275362319,0.348675708600815,0.808580621455559,2.31900474139789
"949",2350000,350000,3,0.144927536231884,0.385639305842583,0.88087030069789,2.28418184389497
"950",2450000,350000,3,0.144927536231884,0.385639305842583,0.88087030069789,2.28418184389497
"951",2550000,350000,3,0.144927536231884,0.385639305842583,0.88087030069789,2.28418184389497
"952",2850000,350000,3,0.130434782608696,0.326820831744239,0.764808967891194,2.34014754753979
"953",3850000,350000,12,0.231884057971014,0.579351927294189,0.876610939680085,1.51308884700568
"954",3950000,350000,12,0.217391304347826,0.591506514543993,0.872436928394757,1.4749405238036
"955",4050000,350000,12,0.202898550724638,0.587592557358175,0.869479418187995,1.47973184360467
"956",4150000,350000,12,0.188405797101449,0.585423630420071,0.869185244499289,1.48471158206512
"957",4250000,350000,12,0.173913043478261,0.573882040135424,0.823749782479323,1.43539913234597
"958",4350000,350000,12,NA,NA,NA,NA
"959",4450000,350000,12,NA,NA,NA,NA
"960",4550000,350000,12,NA,NA,NA,NA
"961",4650000,350000,12,NA,NA,NA,NA
"962",-3350000,250000,3,NA,NA,NA,NA
"963",-3250000,250000,3,NA,NA,NA,NA
"964",-3150000,250000,3,NA,NA,NA,NA
"965",-3050000,250000,3,NA,NA,NA,NA
"966",-2950000,250000,3,NA,NA,NA,NA
"967",-2850000,250000,3,0.188405797101449,0.435911395981038,0.832446757120901,1.90966963652658
"968",-2750000,250000,3,0.188405797101449,0.392551522395533,0.830175153665388,2.11481832651997
"969",-2650000,250000,3,0.202898550724638,0.427453244545516,0.832998346480074,1.94874727729754
"970",-2550000,250000,3,0.217391304347826,0.429622171483619,0.83329252016878,1.93959384659121
"971",-2450000,250000,3,0.246376811594203,0.437660754131411,0.837483523536641,1.91354494464262
"972",-2350000,250000,3,0.246376811594203,0.432614119809975,0.837509064505088,1.9359263282321
"973",-2250000,250000,3,0.246376811594203,0.415653158712319,0.840653627100057,2.02248824405515
"974",-2050000,250000,NA,0.231884057971014,0.403152046029034,0.829939754069072,2.05862716621139
"975",-1950000,250000,3,0.188405797101449,0.363637437688527,0.821750399194061,2.25980692311975
"976",-1850000,250000,3,0.173913043478261,0.35183388330814,0.82095616981902,2.33336301239644
"977",750000,250000,3,NA,NA,NA,NA
"978",850000,250000,3,NA,NA,NA,NA
"979",950000,250000,3,NA,NA,NA,NA
"980",1050000,250000,3,NA,NA,NA,NA
"981",1150000,250000,3,NA,NA,NA,NA
"982",1250000,250000,3,NA,NA,NA,NA
"983",1350000,250000,3,NA,NA,NA,NA
"984",1450000,250000,3,NA,NA,NA,NA
"985",1650000,250000,3,NA,NA,NA,NA
"986",1850000,250000,3,0.101449275362319,0.348768128134936,0.832183154788745,2.38606422908798
"987",1950000,250000,3,0.101449275362319,0.348675708600815,0.808580621455559,2.31900474139789
"988",2050000,250000,3,0.101449275362319,0.348675708600815,0.808580621455559,2.31900474139789
"989",2150000,250000,3,0.115942028985507,0.351872356973006,0.832477328477452,2.36585032038
"990",2250000,250000,3,0.144927536231884,0.385639305842583,0.88087030069789,2.28418184389497
"991",2350000,250000,3,0.144927536231884,0.385639305842583,0.88087030069789,2.28418184389497
"992",2450000,250000,3,0.144927536231884,0.385639305842583,0.88087030069789,2.28418184389497
"993",2550000,250000,3,0.144927536231884,0.385639305842583,0.88087030069789,2.28418184389497
"994",2750000,250000,3,0.144927536231884,0.32682114873904,0.765006441287284,2.34074950240789
"995",2850000,250000,3,0.144927536231884,0.32682114873904,0.765006441287284,2.34074950240789
"996",2950000,250000,3,0.144927536231884,0.32682114873904,0.765006441287284,2.34074950240789
"997",3850000,250000,12,0.246376811594203,0.594828867774256,0.880054626310439,1.47950893776129
"998",3950000,250000,12,0.202898550724638,0.587592557358175,0.869479418187995,1.47973184360467
"999",4050000,250000,12,0.202898550724638,0.587592557358175,0.869479418187995,1.47973184360467
"1000",4150000,250000,12,0.188405797101449,0.585423630420071,0.869185244499289,1.48471158206512
"1001",4250000,250000,12,NA,NA,NA,NA
"1002",4350000,250000,12,NA,NA,NA,NA
"1003",4450000,250000,12,NA,NA,NA,NA
"1004",4550000,250000,12,NA,NA,NA,NA
"1005",4650000,250000,12,NA,NA,NA,NA
"1006",-3350000,150000,3,NA,NA,NA,NA
"1007",-3250000,150000,3,NA,NA,NA,NA
"1008",-3150000,150000,3,NA,NA,NA,NA
"1009",-3050000,150000,3,NA,NA,NA,NA
"1010",-2950000,150000,3,NA,NA,NA,NA
"1011",-2850000,150000,3,0.173913043478261,0.421937817055424,0.827580698291827,1.9613807173466
"1012",-2750000,150000,3,0.202898550724638,0.427453244545516,0.832998346480074,1.94874727729754
"1013",-2650000,150000,3,0.231884057971014,0.430727184923868,0.83695788230198,1.94312760280017
"1014",-2550000,150000,3,0.231884057971014,0.430727184923868,0.83695788230198,1.94312760280017
"1015",-2450000,150000,3,0.260869565217391,0.43876576757166,0.838734617686109,1.91157715500019
"1016",-2350000,150000,3,0.27536231884058,0.456589697322976,0.839528847061144,1.83869424120468
"1017",-2250000,150000,3,0.27536231884058,0.456589697322976,0.839528847061144,1.83869424120468
"1018",-2150000,150000,3,0.217391304347826,0.371784163998212,0.825715183611924,2.22095307861444
"1019",-2050000,150000,3,0.217391304347826,0.371784163998212,0.825715183611924,2.22095307861444
"1020",-1950000,150000,3,0.217391304347826,0.371784163998212,0.825715183611924,2.22095307861444
"1021",-1850000,150000,3,0.188405797101449,0.361388667978395,0.822049819225534,2.27469727765421
"1022",850000,150000,3,NA,NA,NA,NA
"1023",950000,150000,3,NA,NA,NA,NA
"1024",1150000,150000,3,0.101449275362319,0.340560171920338,0.794755576380832,2.33367152682415
"1025",1250000,150000,3,0.0869565217391304,0.273924477203298,0.653056733090123,2.38407585827186
"1026",1350000,150000,3,0.0869565217391304,0.273924477203298,0.653056733090123,2.38407585827186
"1027",1450000,150000,3,NA,NA,NA,NA
"1028",1650000,150000,3,0.072463768115942,0.257094781120924,0.652088133984547,2.53637250488504
"1029",2050000,150000,3,0.115942028985507,0.351872356973006,0.832477328477452,2.36585032038
"1030",2150000,150000,3,0.115942028985507,0.351872356973006,0.832477328477452,2.36585032038
"1031",2450000,150000,3,0.159420289855072,0.389832281102567,0.882063378429123,2.26267402980167
"1032",2550000,150000,3,0.159420289855072,0.389832281102567,0.882063378429123,2.26267402980167
"1033",2650000,150000,3,0.159420289855072,0.389832281102567,0.882063378429123,2.26267402980167
"1034",2750000,150000,NA,0.173913043478261,0.401721298765288,0.89148069261237,2.21915217179767
"1035",3750000,150000,12,0.246376811594203,0.585322492327314,0.887023858197972,1.51544468190699
"1036",3850000,150000,12,0.246376811594203,0.594828867774256,0.880054626310439,1.47950893776129
"1037",3950000,150000,12,0.202898550724638,0.587592557358175,0.869479418187995,1.47973184360467
"1038",4050000,150000,12,NA,NA,NA,NA
"1039",4150000,150000,12,NA,NA,NA,NA
"1040",4250000,150000,12,NA,NA,NA,NA
"1041",4350000,150000,12,NA,NA,NA,NA
"1042",4450000,150000,12,NA,NA,NA,NA
"1043",4550000,150000,12,NA,NA,NA,NA
"1044",4650000,150000,12,NA,NA,NA,NA
"1045",-3350000,50000,3,NA,NA,NA,NA
"1046",-3250000,50000,3,NA,NA,NA,NA
"1047",-3150000,50000,3,NA,NA,NA,NA
"1048",-3050000,50000,3,NA,NA,NA,NA
"1049",-2950000,50000,3,NA,NA,NA,NA
"1050",-2850000,50000,3,0.159420289855072,0.412661097998393,0.826355145110706,2.00250314148566
"1051",-2750000,50000,3,0.202898550724638,0.428022914141443,0.835470630881679,1.95192968245058
"1052",-2650000,50000,3,0.231884057971014,0.430727184923868,0.83695788230198,1.94312760280017
"1053",-2550000,50000,3,0.231884057971014,0.430727184923868,0.83695788230198,1.94312760280017
"1054",-2450000,50000,3,0.260869565217391,0.456257811650016,0.839003205826684,1.83887965181901
"1055",-2350000,50000,3,0.260869565217391,0.453934687199296,0.828594684905197,1.82536102278831
"1056",-2250000,50000,3,0.260869565217391,0.448566307603246,0.829115928542755,1.84836871269454
"1057",-2150000,50000,3,0.231884057971014,0.381963626476041,0.821767210758325,2.15142792087265
"1058",-2050000,50000,3,0.217391304347826,0.371784163998212,0.825715183611924,2.22095307861444
"1059",-1950000,50000,3,0.231884057971014,0.406685886148195,0.82853837642661,2.03729316567601
"1060",-1850000,50000,3,0.217391304347826,0.396290707123179,0.824873014293338,2.08148462597419
"1061",-1750000,50000,3,0.202898550724638,0.396290390128378,0.82487301204022,2.08148628527935
"1062",-1650000,50000,NA,0.159420289855072,0.341438704283125,0.817290807685748,2.39366772844839
"1063",950000,50000,3,0.0869565217391304,0.273924477203298,0.653056733090123,2.38407585827186
"1064",1150000,50000,3,0.101449275362319,0.340560171920338,0.794755576380832,2.33367152682415
"1065",1250000,50000,3,0.101449275362319,0.340560171920338,0.794755576380832,2.33367152682415
"1066",1450000,50000,3,NA,NA,NA,NA
"1067",1650000,50000,3,0.0579710144927536,0.253180823935105,0.628191426968277,2.48119670836245
"1068",1850000,50000,3,0.101449275362319,0.347958399787188,0.808580621461182,2.32378532018687
"1069",1950000,50000,3,0.101449275362319,0.347958399787188,0.808580621461182,2.32378532018687
"1070",2050000,50000,3,0.101449275362319,0.347958399787188,0.808580621461182,2.32378532018687
"1071",2150000,50000,3,0.101449275362319,0.347958399787188,0.808580621461182,2.32378532018687
"1072",2350000,50000,3,0.159420289855072,0.389832281102567,0.882063378429123,2.26267402980167
"1073",2450000,50000,3,0.159420289855072,0.389832281102567,0.882063378429123,2.26267402980167
"1074",2550000,50000,3,0.159420289855072,0.389832281102567,0.882063378429123,2.26267402980167
"1075",2650000,50000,3,0.173913043478261,0.402000316839452,0.892476296947512,2.22008854113402
"1076",2750000,50000,3,0.173913043478261,0.402000316839452,0.892476296947512,2.22008854113402
"1077",2850000,50000,3,0.173913043478261,0.402000316839452,0.892476296947512,2.22008854113402
"1078",3650000,50000,12,0.246376811594203,0.585322492327314,0.887023858197972,1.51544468190699
"1079",3750000,50000,12,0.246376811594203,0.585322492327314,0.887023858197972,1.51544468190699
"1080",3850000,50000,12,NA,NA,NA,NA
"1081",3950000,50000,12,NA,NA,NA,NA
"1082",4050000,50000,12,NA,NA,NA,NA
"1083",4150000,50000,12,NA,NA,NA,NA
"1084",4250000,50000,12,NA,NA,NA,NA
"1085",4350000,50000,12,NA,NA,NA,NA
"1086",4450000,50000,12,NA,NA,NA,NA
"1087",4550000,50000,12,NA,NA,NA,NA
"1088",4650000,50000,12,NA,NA,NA,NA
"1089",-3350000,-50000,3,NA,NA,NA,NA
"1090",-3250000,-50000,3,NA,NA,NA,NA
"1091",-3150000,-50000,3,NA,NA,NA,NA
"1092",-3050000,-50000,3,NA,NA,NA,NA
"1093",-2950000,-50000,3,NA,NA,NA,NA
"1094",-2850000,-50000,3,0.159420289855072,0.412661097998393,0.826355145110706,2.00250314148566
"1095",-2750000,-50000,3,0.159420289855072,0.377781176268891,0.814954189672162,2.15721227224966
"1096",-2650000,-50000,3,0.188405797101449,0.380485447051315,0.816441441092463,2.14578887949517
"1097",-2550000,-50000,3,0.217391304347826,0.410590064688584,0.832301988038746,2.02708750069248
"1098",-2450000,-50000,3,0.260869565217391,0.440297268488596,0.833767591655268,1.89364697745533
"1099",-2350000,-50000,3,0.246376811594203,0.432273878768866,0.823354673136878,1.90470605228756
"1100",-2250000,-50000,3,0.260869565217391,0.432605764441825,0.823880314371338,1.90445986181983
"1101",-2150000,-50000,3,0.231884057971014,0.381963626476041,0.821767210758325,2.15142792087265
"1102",-2050000,-50000,3,0.202898550724638,0.370562319256953,0.819290563427837,2.21093867576894
"1103",-1950000,-50000,3,0.217391304347826,0.398539476833312,0.824573594261865,2.06898849974338
"1104",-1850000,-50000,3,0.217391304347826,0.398539476833312,0.824573594261865,2.06898849974338
"1105",-1750000,-50000,3,0.188405797101449,0.388143980813495,0.820908229875475,2.11495803221003
"1106",-1650000,-50000,3,0.144927536231884,0.338116668047664,0.816097729954154,2.41365719905624
"1107",-1150000,-50000,3,NA,NA,NA,NA
"1108",-1050000,-50000,NA,0.0144927536231884,0.0912024618804825,0.261365583761597,2.86577333958492
"1109",1050000,-50000,3,0.101449275362319,0.340560171920338,0.794755576380832,2.33367152682415
"1110",1150000,-50000,3,NA,NA,NA,NA
"1111",1250000,-50000,3,NA,NA,NA,NA
"1112",1550000,-50000,3,0.0579710144927536,0.253180823935105,0.628191426968277,2.48119670836245
"1113",1650000,-50000,3,0.0579710144927536,0.253180823935105,0.628191426968277,2.48119670836245
"1114",1850000,-50000,3,0.072463768115942,0.256285052773175,0.628485600656983,2.45229128213429
"1115",2350000,-50000,3,0.173913043478261,0.402000316839452,0.892476296947512,2.22008854113402
"1116",2450000,-50000,3,0.173913043478261,0.402000316839452,0.892476296947512,2.22008854113402
"1117",2550000,-50000,3,0.159420289855072,0.400778472098193,0.868579589925619,2.16723115235793
"1118",2650000,-50000,3,0.173913043478261,0.402000316839452,0.892476296947512,2.22008854113402
"1119",2750000,-50000,3,0.173913043478261,0.402000316839452,0.892476296947512,2.22008854113402
"1120",2850000,-50000,3,0.159420289855072,0.400778472098193,0.868579589925619,2.16723115235793
"1121",2950000,-50000,3,0.217391304347826,0.42301393628104,0.911678923671503,2.15519831730983
"1122",3650000,-50000,12,0.260869565217391,0.596522643881764,0.89124842865512,1.49407308808175
"1123",3750000,-50000,12,0.217391304347826,0.591506514543993,0.875904038372083,1.48080201457686
"1124",3850000,-50000,12,NA,NA,NA,NA
"1125",3950000,-50000,12,NA,NA,NA,NA
"1126",4050000,-50000,12,NA,NA,NA,NA
"1127",4150000,-50000,12,NA,NA,NA,NA
"1128",4250000,-50000,12,NA,NA,NA,NA
"1129",4350000,-50000,12,NA,NA,NA,NA
"1130",4450000,-50000,12,NA,NA,NA,NA
"1131",4550000,-50000,12,NA,NA,NA,NA
"1132",4650000,-50000,12,NA,NA,NA,NA
"1133",-3350000,-150000,3,NA,NA,NA,NA
"1134",-3250000,-150000,3,NA,NA,NA,NA
"1135",-3150000,-150000,3,NA,NA,NA,NA
"1136",-3050000,-150000,3,NA,NA,NA,NA
"1137",-2950000,-150000,3,NA,NA,NA,NA
"1138",-2850000,-150000,3,0.144927536231884,0.376676162828642,0.811288827538962,2.15380984410217
"1139",-2750000,-150000,3,0.159420289855072,0.377781176268891,0.814954189672162,2.15721227224966
"1140",-2650000,-150000,3,0.202898550724638,0.421374878754662,0.830524792802061,1.97098791284522
"1141",-2550000,-150000,3,0.231884057971014,0.43738716307905,0.843947584697703,1.92952069913669
"1142",-2450000,-150000,3,0.231884057971014,0.43738716307905,0.843947584697703,1.92952069913669
"1143",-2350000,-150000,3,0.231884057971014,0.429672597511708,0.826171976708187,1.92279419607548
"1144",-2250000,-150000,3,0.231884057971014,0.429672597511708,0.826171976708187,1.92279419607548
"1145",-2150000,-150000,3,0.27536231884058,0.421764198232008,0.844619955310713,2.00258807848384
"1146",-2050000,-150000,3,0.246376811594203,0.389987016195771,0.832180129276714,2.13386624353403
"1147",-1950000,-150000,3,0.202898550724638,0.397317632092053,0.818148974077777,2.0591811387022
"1148",-1850000,-150000,3,0.217391304347826,0.398539476833312,0.824573594261865,2.06898849974338
"1149",-1750000,-150000,3,0.188405797101449,0.388143980813495,0.820908229875475,2.11495803221003
"1150",-1650000,-150000,3,0.144927536231884,0.338116668047664,0.816097729954154,2.41365719905624
"1151",-1550000,-150000,3,0.144927536231884,0.338116668047664,0.816097729954154,2.41365719905624
"1152",-1150000,-150000,3,0.0144927536231884,0.0912024618804825,0.261365583761597,2.86577333958492
"1153",1450000,-150000,3,0.0579710144927536,0.253180823935105,0.628191426968277,2.48119670836245
"1154",1650000,-150000,3,0.072463768115942,0.218173649350666,0.618740996678161,2.83600241605562
"1155",1850000,-150000,3,0.072463768115942,0.256285052773175,0.628485600656983,2.45229128213429
"1156",1950000,-150000,3,0.130434782608696,0.395088492076634,0.854984682579695,2.16403337410763
"1157",2050000,-150000,3,0.144927536231884,0.398782658724214,0.878881389596344,2.20391075280972
"1158",2150000,-150000,3,0.159420289855072,0.402104694959675,0.881838899803466,2.19305795445114
"1159",2250000,-150000,3,0.173913043478261,0.406297670219658,0.883031977534699,2.17336214863674
"1160",2350000,-150000,NA,0.173913043478261,0.402000316839452,0.892476296947512,2.22008854113402
"1161",2450000,-150000,3,0.173913043478261,0.402000316839452,0.892476296947512,2.22008854113402
"1162",2550000,-150000,3,0.173913043478261,0.402000316839452,0.892476296947512,2.22008854113402
"1163",2650000,-150000,3,0.159420289855072,0.400778472098193,0.868579589925619,2.16723115235793
"1164",2750000,-150000,3,0.159420289855072,0.400778472098193,0.868579589925619,2.16723115235793
"1165",2850000,-150000,3,0.144927536231884,0.397456435862733,0.867386512194025,2.18234360782521
"1166",2950000,-150000,3,0.217391304347826,0.42301393628104,0.911678923671503,2.15519831730983
"1167",3050000,-150000,3,0.202898550724638,0.422268394620409,0.907714141507461,2.14961420999418
"1168",3650000,-150000,12,0.260869565217391,0.60867754812637,0.89349903755388,1.4679349358363
"1169",3750000,-150000,12,NA,NA,NA,NA
"1170",3850000,-150000,12,NA,NA,NA,NA
"1171",3950000,-150000,12,NA,NA,NA,NA
"1172",4050000,-150000,12,NA,NA,NA,NA
"1173",4150000,-150000,12,NA,NA,NA,NA
"1174",4250000,-150000,12,NA,NA,NA,NA
"1175",4350000,-150000,12,NA,NA,NA,NA
"1176",4450000,-150000,12,NA,NA,NA,NA
